#Cfactor 1.12287419
Recipient s819 s1090 s1235 s1262 s1482 s1488 s1552 s1956 s1957 s1977 s1983 s2119 s2221 s2232 s2233 s2259 s2277 s2327 s2332 s2333 s2337 s2340 s2341 s2342 s2343 s2348 s2350 s2352 s2353 s2354 s2356 s2357 s2363 s2375 s2376 s2377 s2379 s2380 s2382 s2383 s2392 s2393 s2395 s2396 s2397 s2399 s2402 s2404 s2405 s2411 s2421 s2422 s2426 s2427 s2432 s2433 s2436 s2440 s2445 s2449 s2452 s2454 s2456 s2472 s2474 s2477 s2485 s2496 s2497 s2499 s2500 s2501 s2504 s2506 s2509 s2511 s2513 s2514 s2527 s2528 s2549 s2550 s2551 s2555 s2557 s2563 s2564 s2565 s2566 s2567 s2568 s2569 s2570 s2572 s2573 s2574 s2575 s2585
s2404 198.967838 297.175361 203.881912 184.641355 170.228522 213.434926 371.34118 190.306983 188.192975 209.480892 200.914983 188.09877 194.228944 216.129134 317.715806 317.341782 192.995911 185.416393 329.90276 179.55995 221.090435 225.678699 210.294044 202.6847 230.208007 212.656448 254.163941 182.142138 221.508688 272.921448 222.570957 221.877114 233.622115 256.079606 277.020939 184.580486 246.452677 186.197349 230.366262 210.750815 214.269983 189.879239 270.698507 206.304076 278.486753 157.05398 289.311302 0 370.093605 224.891824 553.809589 208.128785 239.609041 383.389364 216.262924 197.03949 362.314682 243.622201 304.51186 236.573828 197.396173 175.412925 267.965578 260.47502 173.608566 387.362972 169.231675 193.389813 316.833744 179.226266 266.030887 205.298455 182.122216 213.411074 281.191474 210.230481 195.465807 204.134197 268.448771 300.834816 345.390861 222.549224 201.440305 291.380138 208.209594 174.839857 282.252498 326.164927 212.850939 237.052976 196.510448 237.557782 271.251115 235.944485 276.818909 279.832104 239.281484 209.683455
s2405 268.353892 282.363143 243.884623 217.416598 207.510983 204.164864 260.149985 209.195586 187.724113 278.743165 207.838244 261.134917 227.100354 191.565953 216.565578 273.833457 219.400991 274.436987 281.31435 250.23862 213.146104 213.109819 221.089367 190.216575 238.390568 216.424905 243.345509 238.849214 303.144111 345.168433 227.163428 200.716817 211.6986 250.659235 387.082838 269.299386 286.076981 211.548463 256.44294 253.379292 203.059659 223.25212 557.137664 228.101137 239.462515 196.867561 334.518175 374.093853 0 256.041876 305.776298 197.744935 250.051321 245.155565 228.754899 226.013633 298.154444 225.251666 383.020012 264.369099 220.888383 207.212566 360.892333 258.842502 216.185456 303.154951 251.158216 270.405643 330.821005 240.299853 323.076893 223.648651 216.465081 207.976943 295.031385 283.209196 243.268312 231.899637 327.456295 224.158364 375.647808 261.811422 204.36017 358.582799 201.0528 229.444317 259.456955 341.615683 253.918898 280.735168 223.803026 224.778999 221.341389 269.992368 373.073661 245.29392 410.600189 227.479632
s2411 257.071179 201.24024 343.743546 207.442178 187.718067 358.55719 206.100374 205.754122 285.017787 206.643027 213.733942 218.417769 189.568869 204.626401 186.275027 311.591013 176.835435 307.5336 292.906374 216.218377 202.199139 184.384893 203.737717 182.589328 216.424955 211.835932 208.988573 214.455212 249.949639 341.502334 212.547804 295.874643 193.307147 194.404893 221.81327 217.258725 235.459775 234.320843 198.956848 240.150891 217.646263 189.262856 229.659374 201.176229 220.689448 200.283336 213.079728 203.227963 228.944901 0 179.972074 196.396276 193.006279 209.33609 214.499348 188.35804 279.223247 235.325427 208.175018 277.09133 217.705011 203.306513 197.438637 213.969372 183.515079 201.976386 206.121191 188.34475 217.859297 215.019572 183.328828 225.290093 203.65391 211.732324 265.824328 204.20077 203.898799 216.9976 194.693711 221.133438 251.023858 197.461368 185.577238 332.086398 215.725551 211.786368 217.17199 247.123934 270.377115 196.41463 202.235322 198.67693 194.686654 209.673755 378.286957 177.330823 312.938698 241.349485
s2421 213.024278 380.419846 251.264933 202.871734 177.659772 204.560749 519.707305 194.28328 185.030005 231.34755 204.785499 210.074932 222.42772 207.780752 376.473205 221.721162 184.723508 239.788589 236.372143 215.420878 210.959082 246.420989 241.6437 194.556904 215.085649 203.137456 307.078944 227.289044 220.740642 218.942143 241.064852 203.234891 226.779344 288.056648 285.432441 242.931018 203.981467 190.557731 267.964957 248.72833 212.780196 177.9958 253.157765 196.153183 253.67333 170.311796 303.213839 560.046772 302.234664 195.21024 0 226.928041 242.615619 289.421467 218.447401 217.582986 232.823789 240.545984 374.978112 259.600144 230.694613 192.260501 459.77434 256.935141 176.423379 307.211416 199.748487 191.726833 502.045485 179.000278 331.766988 257.841235 197.584444 188.516458 225.155527 241.5194 214.45612 197.592721 403.396072 370.985415 234.914786 260.965143 239.063427 217.778869 220.872466 211.298073 298.909119 214.672026 207.128143 236.038012 217.916185 255.572288 292.284414 308.645931 222.882599 280.13263 233.786736 246.407035
s2422 203.337788 203.826053 183.710615 294.681298 200.897958 184.283605 185.284773 236.402166 165.027158 159.080222 220.138402 194.368094 238.880916 226.623519 190.329587 196.012641 237.831641 173.631252 183.405357 299.025275 233.739719 226.75821 264.994628 297.691933 193.219088 274.852794 220.475609 273.170672 174.073151 181.114199 249.354344 179.509992 248.41341 183.287414 176.756447 251.824879 207.485927 256.386533 273.720644 187.005439 264.392945 198.36846 166.601611 226.049807 194.737621 200.856413 183.616499 188.533751 171.069581 181.586808 206.385397 0 232.793975 176.459775 229.164176 243.247148 211.056392 258.747812 187.75605 169.459445 416.811821 230.353348 185.001439 175.32947 236.338027 173.772222 216.809725 167.404302 188.860553 211.092807 163.556488 235.801477 253.222336 260.579557 180.357964 232.919271 160.449892 197.89382 178.1329 215.265078 164.176844 174.775823 245.775701 178.412072 285.246398 222.184853 164.370435 147.767987 178.724366 179.627777 221.900159 204.873642 178.956123 168.22739 197.469442 173.677597 177.462917 284.451841
s2426 238.892919 162.489805 185.564527 247.001233 207.411628 154.962773 177.33215 256.210175 173.500239 160.517322 247.023 161.750522 260.808815 244.007645 162.745981 232.084003 204.783614 174.425189 182.4296 288.204361 261.613517 237.657777 265.544008 287.951572 194.897835 227.423393 208.663053 266.486784 161.939277 191.005966 255.704437 167.974797 323.237767 187.501105 194.738061 271.616496 251.382147 341.077743 273.00035 157.922225 268.23683 240.094562 180.600443 323.578407 179.59463 219.32455 217.281679 196.247208 213.917367 176.95428 203.863243 215.1338 0 166.893643 253.647363 290.105566 187.659745 225.093222 240.930261 210.157072 236.019709 223.408438 178.459836 171.913449 222.281811 181.022095 217.701466 185.426067 184.855379 279.77278 223.357946 263.990419 270.13655 279.11651 204.763945 268.118137 161.461253 170.9113 187.742018 178.065784 183.126637 179.08605 194.823161 207.645782 277.012649 205.20435 166.15036 174.605997 164.975013 179.491058 257.432872 188.571329 172.400396 197.366763 240.852242 193.227766 175.255537 271.617717
s2427 177.000887 234.769491 188.679093 181.894046 183.516665 199.600602 237.716731 166.775084 167.652935 204.182423 193.561785 201.070345 176.713638 215.622091 276.901444 223.582814 174.627779 148.015468 256.290279 165.589698 188.860751 197.023791 189.462512 194.036536 268.218412 179.369383 212.082601 160.204866 186.451552 216.567807 199.892952 217.042545 208.278016 264.00488 217.11921 153.569375 256.803917 185.640599 208.59102 249.394321 194.640426 176.385636 225.249291 197.501769 327.366178 176.029189 245.565299 360.601484 233.623899 209.218001 253.55843 179.649757 180.612841 0 199.130866 167.075949 299.387314 233.394445 207.64689 175.928569 170.429542 183.130507 192.520283 258.429535 189.678735 758.044072 157.962396 227.005929 235.306834 154.41367 199.607609 181.829897 168.640783 177.266007 317.906619 191.246522 240.436738 282.074046 211.981249 278.490433 280.700289 204.817604 175.649684 247.947607 176.695512 173.824486 224.951247 329.643452 211.345686 266.203063 190.876171 200.38732 238.016182 241.580395 238.114868 288.024135 231.028296 198.192863
s2432 253.242476 232.926652 182.657087 259.13522 173.25721 198.611606 210.21949 242.596204 187.533027 149.175756 258.585221 148.469245 239.759636 277.000247 173.558517 198.510427 199.368212 185.417293 172.812384 232.046378 218.288254 353.914431 474.781517 208.2985 167.964615 259.652924 289.01574 214.310564 174.423689 177.009463 255.634234 197.940492 251.811833 167.746285 186.37984 244.669303 189.318902 212.087895 223.395597 173.921102 189.470303 204.991951 211.385781 203.876039 198.420583 225.06181 153.605607 181.557319 194.69823 193.371583 182.265784 221.044567 239.133647 176.199673 0 238.036182 165.935886 239.537956 162.186136 172.160551 215.541756 208.211822 191.064863 178.47089 221.775987 175.297494 185.481932 146.478926 199.106804 190.83475 169.926445 221.223698 204.759645 258.210055 190.166362 222.133003 154.924972 153.466219 172.644875 202.537063 159.662485 195.001899 210.296942 180.074569 253.570148 199.579434 193.037213 184.458744 181.07139 187.032894 213.028991 203.257341 193.545104 194.315932 180.7273 167.872987 173.034446 339.55105
s2433 273.631195 168.245732 201.524111 205.04309 310.098355 162.60522 151.401714 173.846483 193.87327 171.522686 304.062986 172.4647 197.61774 250.362497 171.263072 171.458182 219.957751 217.787885 152.756927 219.297298 285.757637 261.724739 232.872783 190.840095 188.645076 255.075 172.338023 208.756439 164.591467 154.289273 218.555067 209.74047 257.106903 195.887095 171.255819 228.95341 227.75542 218.809611 227.850923 180.295738 287.911726 395.918193 173.789415 223.214244 213.626457 255.971528 209.559476 159.955469 185.732449 164.548375 185.694132 227.684456 296.905648 162.691237 220.641383 0 167.969525 182.016668 223.658678 259.37058 210.823759 237.054549 208.697178 215.82478 408.954844 173.591766 317.474131 196.766902 184.1824 311.650243 216.246265 252.5314 225.797479 253.381084 201.669252 320.431191 196.319793 204.47712 189.903468 182.660409 173.763919 219.608663 271.365418 157.862543 228.755437 271.169775 166.861788 185.95896 182.276 218.137 239.296322 201.119144 171.562608 183.568439 185.853824 173.430799 169.504176 288.045429
s2436 219.444842 190.101728 149.866455 175.396801 173.039087 145.874478 174.270404 159.944676 149.010982 162.868759 202.804487 173.974418 152.428619 175.728858 176.369039 435.864499 155.959981 147.424703 278.70179 191.688584 150.763083 156.611275 168.394932 180.968365 190.679321 160.47955 172.130374 166.218586 175.924395 308.268522 157.042579 148.798309 159.758638 169.110158 196.666953 173.071093 191.553521 163.956642 187.625969 195.293287 183.658755 152.695713 233.088391 181.859773 200.894373 195.503319 168.577235 285.293588 237.863512 235.017893 184.066132 182.158717 187.673832 256.862737 167.126757 155.311824 0 184.629741 165.672957 147.649979 162.49989 169.26661 173.689223 190.049689 173.336568 250.586507 154.972326 191.307233 187.034715 203.45344 146.709117 175.685241 180.958045 191.649119 261.957623 161.850067 191.029466 190.865723 175.415621 231.643019 356.227631 184.286789 186.006969 321.602714 164.42176 191.29692 178.226027 357.525465 178.681186 180.553529 167.877743 176.679964 150.992115 169.669457 334.832524 164.919345 237.94553 256.679393
s2440 249.156097 188.776689 196.557074 216.061856 188.965815 189.259665 209.160539 190.954315 209.007663 186.630459 292.647717 195.897164 233.732966 191.308591 188.278642 224.485097 193.813951 186.308612 192.990725 221.537942 225.428415 186.545675 212.052265 249.169274 183.928332 215.880875 204.457235 223.043786 181.722688 191.562583 200.100854 199.038673 198.957072 195.164202 184.980463 218.292595 276.765708 217.443282 224.741162 194.671085 253.028249 180.1837 196.487749 202.925998 179.529209 209.926958 193.304638 212.210364 190.075734 205.378642 200.736546 234.336888 215.288933 199.975898 240.061453 183.324972 195.648813 0 225.067087 197.549826 242.261185 194.860696 172.87964 173.506227 195.111187 191.488209 195.188475 163.18387 203.067095 195.233088 213.237515 189.211131 213.528674 284.483353 217.471667 302.540741 174.71577 158.260541 213.935223 207.379803 189.869445 180.579291 194.578852 185.684595 225.421877 207.768875 206.116657 225.923374 187.409958 165.047256 186.498427 211.047963 209.224283 186.420047 204.975826 180.609993 194.164745 258.784355
s2445 260.214805 261.501739 252.076916 208.153097 218.692934 180.71207 301.141689 175.743528 218.5001 229.031167 213.894194 206.742632 197.672964 173.777391 220.117168 209.335904 194.11283 225.940848 167.038326 225.004242 214.060282 204.880211 190.880356 193.077229 280.21806 196.548545 223.783065 197.317348 221.380691 186.10651 201.709956 195.064086 185.34429 283.816692 282.554921 240.641066 259.58045 181.833105 234.194447 310.594744 243.333948 237.306249 229.652929 213.052785 262.70971 199.997455 402.011516 281.852704 321.346471 198.092812 339.016275 186.722065 263.717494 201.589615 186.346019 233.434066 186.74551 243.073172 0 338.735653 216.571412 227.612264 312.411558 248.224466 195.615122 216.351006 202.557378 260.642616 317.056403 250.306673 406.575826 244.303611 221.556895 211.110529 239.846248 267.813801 196.278747 205.402916 298.170487 224.14757 260.548269 326.090167 218.827219 181.610954 181.232847 222.578245 262.049497 249.864757 215.206975 238.811117 193.896714 218.265852 280.476304 236.960216 268.214681 265.188844 215.741392 204.415676
s2449 267.751714 195.708313 330.085631 164.783185 183.908624 242.487406 187.09469 135.182824 564.970355 158.807474 189.632825 173.765032 167.656839 162.490431 151.569527 204.021115 170.126741 657.934727 155.394789 179.065625 204.368484 183.079436 153.964862 147.574107 204.449427 174.572784 178.974955 159.958784 290.43583 183.163911 162.116738 602.991557 152.755695 183.252073 176.461058 186.310621 190.707833 150.383585 196.974377 206.866677 239.69502 177.02894 176.028605 152.738112 200.506505 196.007165 205.350425 204.913089 197.961953 224.819429 208.32161 151.859522 183.365763 162.314917 159.918377 234.782371 155.503847 182.683893 287.274428 0 194.887707 185.546347 195.084832 208.353257 174.420351 182.542943 227.581559 206.450686 195.661201 219.566694 212.173536 234.384341 153.633643 160.392809 204.398401 196.399167 203.063718 191.534387 197.715187 212.012216 235.669703 220.576497 191.722584 192.294632 167.912989 187.716506 169.499624 163.975923 401.919099 160.345749 160.260475 157.420324 189.952365 182.642297 218.650504 175.83425 257.581062 175.541773
s2452 272.609248 177.088668 188.35071 326.22709 182.327572 177.982531 153.086251 221.225031 171.151622 207.617199 239.610587 194.505866 249.21911 194.102539 178.307664 214.197358 231.546459 246.098708 210.819627 334.615724 255.557326 241.530993 215.189915 251.460248 164.049231 266.093226 211.929206 295.210016 179.547372 213.713642 257.102406 163.298786 256.557133 174.401591 203.950729 293.624527 213.590222 220.872669 245.529833 187.068735 374.548461 203.683432 180.809248 236.104229 187.511119 226.541487 178.407163 181.433424 184.645767 195.248239 206.12649 432.707537 229.513525 172.585489 216.662147 216.046345 174.648994 256.295269 202.905392 208.921407 0 223.070622 185.257095 187.690495 219.5515 183.065354 234.558746 182.219667 193.624504 222.143293 190.08115 237.655871 261.668033 229.264999 214.408442 248.895181 201.466444 200.156262 192.21571 198.276312 207.383856 184.353868 212.142118 202.262119 277.525541 218.470063 152.62869 165.339219 178.603244 164.7161 227.517033 188.911202 170.968415 195.994697 197.844931 173.464536 219.778804 262.797974
s2454 300.282509 197.307591 205.209488 369.454525 247.157754 178.049875 186.891987 178.695298 200.729587 194.551069 246.858265 215.453188 190.439546 271.136332 193.465934 246.878379 268.680765 202.297563 169.382202 254.083249 217.338554 231.174941 235.837558 243.160791 212.083863 270.796281 217.322869 224.257859 172.650948 183.146611 225.461198 204.780987 210.19263 209.818072 180.135874 249.120516 236.268086 245.025998 236.108424 202.590948 276.257967 250.087378 174.351753 244.407261 224.959281 280.002897 249.318906 175.062534 183.053724 206.405147 178.457919 262.898664 249.378414 182.48488 243.65126 260.894011 216.401378 222.876902 217.475854 226.920489 254.674035 0 191.057736 210.879142 258.468893 185.045932 268.200825 230.989972 192.046389 331.967339 224.55151 309.81698 241.316317 292.268228 234.814203 227.024742 235.622823 234.810258 202.534599 202.881495 204.050241 200.348987 286.144353 182.345027 254.101262 262.076223 192.157364 179.262591 203.909157 206.950679 224.338235 193.786023 204.473719 201.089576 298.322707 227.557501 192.23883 261.899543
s2456 265.597339 291.776833 215.742 232.655178 190.036871 169.699359 256.41068 167.865832 171.310275 235.072973 201.447099 254.313584 197.286961 180.838715 243.934841 224.588799 175.837311 230.596957 177.757856 198.137529 193.500198 231.94807 202.24073 175.652924 253.126019 189.940749 313.682029 224.581692 201.11878 184.641939 191.454998 184.104564 188.199947 267.37695 270.212355 262.849466 226.356652 172.085044 264.182352 266.733313 205.438133 230.847526 241.539528 183.273957 332.877817 193.8335 254.949554 232.744618 311.488492 191.351846 397.686854 187.711417 187.614546 190.656699 198.883879 221.648169 193.7514 193.825763 329.776172 207.506208 194.092581 195.728972 0 284.084579 194.420878 233.064029 207.817831 287.024181 631.751782 215.001852 454.415085 258.90976 201.093009 199.722386 206.580964 235.415131 245.646495 227.736057 382.301117 389.05954 209.970662 270.198523 229.529773 202.570728 209.876068 237.762185 257.348803 177.026312 185.133413 242.127458 220.726842 252.114001 277.162142 293.042011 186.256926 272.411309 230.60198 207.646226
s2472 234.248599 184.16411 192.939639 178.242916 170.629836 181.689999 172.739662 142.540256 156.139914 239.811476 166.616608 285.152157 168.095219 149.801808 202.153824 241.049653 155.544844 185.290606 154.134636 191.684353 165.53887 159.757751 167.032013 156.315356 244.972923 181.418782 194.704344 162.465801 165.634338 189.566023 175.284117 164.004453 164.35045 213.946509 185.491256 202.00947 200.492746 159.599527 179.714337 206.128137 186.735384 198.443215 196.007303 163.106154 307.867947 166.842171 270.049174 204.122377 191.757772 171.885955 192.421048 154.275179 157.340825 206.102145 163.148976 195.099168 184.391653 169.878181 212.61366 202.132803 173.909073 182.898641 238.785455 0 189.992817 228.639116 187.5245 368.280454 262.758062 224.047257 248.973961 203.796514 158.806032 157.617213 255.93351 229.832091 367.658001 391.511922 279.640052 280.945881 211.631127 231.502491 185.017396 179.024734 176.806593 208.435264 261.621746 172.306275 164.127262 270.353598 173.910084 171.355889 201.872296 207.876579 174.071905 218.259127 214.61331 168.735486
s2474 273.442351 140.372767 140.731878 186.692906 262.224505 136.077054 110.192128 147.035026 134.53704 148.536261 270.243201 165.075882 181.777612 166.997348 126.365747 182.801177 177.126223 148.995595 126.285071 242.106354 175.696116 170.782631 165.300248 184.904447 159.87724 196.707321 156.158264 201.558121 126.661439 131.810626 156.430726 134.890053 165.302547 143.280855 121.66127 208.343253 193.025572 177.92578 182.664852 152.434969 214.872259 403.865475 152.993347 218.805229 160.682313 256.767423 136.703281 125.908123 135.873267 134.708879 127.971419 187.589985 181.849513 141.225872 174.561865 311.356627 143.758254 153.021086 147.136796 142.035065 185.007833 174.617124 144.336065 169.879555 0 136.523459 276.123293 185.028107 132.679254 223.133005 157.524964 184.844309 198.55305 178.531214 159.595517 191.616081 162.01117 179.139088 142.734081 178.779908 137.036881 154.880024 183.935225 128.655391 181.847529 599.118516 146.173234 165.233629 137.358915 157.06932 186.233213 144.952586 137.615848 139.716193 152.886933 136.153327 151.352736 192.041379
s2477 200.044977 223.597598 186.988417 200.292834 165.583025 169.452655 185.746943 160.544597 177.258696 224.346344 186.331978 212.144111 183.552301 180.528151 230.061445 274.295042 153.892853 222.86401 247.443271 195.310757 172.336579 192.946158 178.132329 170.738931 245.728926 181.117474 224.776887 190.304555 185.512304 253.646557 169.993114 182.866522 193.769556 220.914985 216.483407 205.949081 232.305342 170.647839 209.302753 230.830208 185.415013 188.252406 259.312774 183.853528 323.387056 168.146285 225.388116 352.542268 276.233567 195.126874 267.653419 179.644683 202.749085 775.722127 180.881545 175.962386 276.708757 210.588693 208.292374 205.378324 187.876819 184.36998 226.857772 284.604887 188.361694 0 181.316237 275.953231 262.25043 182.398994 229.147054 201.686318 175.645593 181.392191 323.228786 206.726429 244.399224 262.304816 241.627382 272.848756 301.005459 210.184504 185.291238 284.172131 178.317812 193.227493 203.972674 258.744691 196.970093 234.275889 187.82837 191.447139 217.915246 223.251491 227.713513 232.730028 294.855836 178.12955
s2485 306.499405 151.435897 208.865705 248.82884 340.656726 168.351951 137.906822 208.177464 185.690652 258.354926 235.222252 240.530212 234.45706 201.373608 176.259339 205.045397 269.568503 285.124859 178.529295 339.173919 223.214516 203.945984 184.849462 196.538488 198.735463 269.37314 183.660427 292.132692 214.946274 193.968978 196.888419 190.761018 203.572256 178.060395 200.750384 393.715218 212.237322 248.032984 178.872719 197.693871 251.423266 325.008656 211.20586 206.632244 186.379309 334.941971 218.295711 164.938464 215.131362 194.33211 188.011321 221.44854 230.630931 157.632177 191.411319 324.197816 167.55621 189.593832 209.761242 246.657203 229.700739 237.87854 198.868691 204.856507 331.558152 174.681997 0 247.256589 175.241529 415.900206 210.738623 252.697724 200.904747 202.607359 203.974315 218.590906 212.591113 220.920778 215.799439 198.637527 183.510724 204.601453 240.288273 203.686296 253.195287 387.251306 156.179419 166.090172 192.305035 193.027364 217.634081 178.892349 205.788993 184.415874 175.624545 183.939824 254.224999 210.874211
s2496 253.048384 155.904539 155.349089 156.569545 196.036617 144.657627 117.339466 122.555556 160.250096 290.880774 182.251329 303.231643 149.448793 140.58779 177.198364 237.740897 148.799102 202.992612 141.051825 180.965271 139.270225 154.582126 136.847099 137.218099 210.25556 157.597454 172.316221 158.149997 142.85776 150.279729 144.046396 160.732603 138.337484 197.291778 161.353387 184.544937 174.962238 138.075209 152.552047 215.952151 156.01712 170.227081 175.437898 152.585379 255.803111 185.862722 202.282632 155.910705 187.778596 149.99574 146.346296 142.489959 151.140782 191.556152 128.281135 163.058336 162.417554 139.274366 189.588429 192.2349 153.106764 170.528293 203.820498 322.707099 189.589996 214.240251 201.983276 0 199.970698 210.32225 245.935206 194.026238 141.04573 135.440181 231.77226 182.428863 378.668047 442.545084 232.359853 223.041623 229.182638 209.49504 172.0482 178.704785 147.762914 247.304363 190.186045 221.822776 172.791989 212.137429 148.684212 144.9477 196.151294 214.021022 143.968805 223.451673 230.37157 160.838312
s2497 251.604391 299.723546 213.314627 190.002213 173.450796 185.605619 266.779271 162.570618 170.671994 219.328054 194.853294 236.815306 185.879544 169.279947 230.780165 227.893379 178.839048 240.706165 177.846588 200.733366 196.985938 210.654985 205.372356 171.877065 243.095237 177.003134 298.825182 206.19824 207.672857 190.483782 179.58745 181.881224 191.218404 291.642435 272.194796 237.939521 218.582749 159.120214 243.852079 236.064647 191.517093 203.254297 237.014071 186.06213 341.967774 181.266787 242.599739 279.593857 280.616514 199.026434 433.878994 185.859845 186.072232 218.977161 200.348777 189.371918 207.159035 201.194662 302.544804 219.27196 204.180251 187.240629 628.669163 299.159276 174.787333 255.189099 187.892934 262.722553 0 184.430465 416.037878 210.371615 174.50662 199.148352 225.347057 268.009007 275.178812 247.58108 333.806586 415.223617 208.291957 250.055179 191.119968 214.844743 183.690972 223.776254 299.513249 179.103733 176.522536 244.5535 218.491303 234.277841 233.480193 297.673773 209.610727 277.14667 227.121241 211.832885
s2499 279.756639 149.185511 191.105653 249.521031 442.564195 138.123204 138.840615 138.761721 168.802795 171.185912 208.369827 181.910651 152.564665 165.025349 140.843653 205.10741 224.570277 172.684198 131.966957 199.1127 184.496238 171.596222 155.330666 166.314804 191.48059 232.3255 171.502913 205.908894 147.397663 147.788919 179.760848 173.99307 155.872051 153.527641 144.42434 208.521226 202.018379 181.266976 195.629236 189.535263 225.165154 241.744462 146.983351 178.368877 190.693879 529.57381 169.43505 139.554547 164.654914 168.920338 134.152683 174.323202 227.97275 135.448945 176.292881 260.274704 191.901248 164.68119 194.871779 211.555215 183.775049 237.768374 177.094523 217.797804 239.944096 151.574384 334.300193 215.122256 160.857878 0 190.967595 267.278456 171.665933 247.727917 185.55193 226.323171 195.544348 205.171953 162.37851 192.729682 193.234504 176.277818 273.79152 168.308468 185.417127 224.721237 159.359229 153.192394 164.657634 174.002466 277.080664 145.173989 174.771 183.199473 183.278415 183.474951 180.572875 193.0031
s2500 238.968899 238.729631 209.708342 197.904697 192.612762 152.802919 255.809025 156.562919 178.949799 233.260147 268.85372 224.804988 191.260904 154.172029 223.258599 213.363717 188.745018 219.855763 159.249898 219.607148 193.430375 207.599922 190.02833 171.391141 236.94739 186.408185 290.319744 198.370424 189.997758 185.240337 195.718872 154.013771 159.902213 203.126904 227.428188 252.315048 224.859675 180.159211 247.243398 214.295103 202.104727 226.39637 196.949645 199.181568 252.125032 193.18456 275.840786 214.767134 244.809899 165.98894 278.121585 155.463891 221.066939 182.75899 162.635215 196.088408 161.046675 196.069559 367.091903 223.876004 193.969676 192.465099 406.169299 267.616884 190.989448 218.47345 201.018668 298.958189 389.808718 228.954853 0 259.740043 184.330855 197.364248 226.682218 255.351932 233.658012 208.31923 308.253425 328.894288 252.432375 234.21636 215.041905 190.158872 173.562455 253.285706 234.975189 205.758263 181.74799 228.356499 181.805625 192.564568 249.880088 311.903542 193.934425 243.276721 207.516472 200.648676
s2501 252.117064 163.512846 213.884468 203.44001 237.097477 187.940628 165.724434 172.326226 184.143097 182.490497 259.294847 208.600169 169.962252 206.628787 176.340831 202.084939 211.375748 187.849785 140.690703 208.568896 219.707346 238.403905 188.835889 189.213055 181.648615 227.449606 202.627312 203.756839 156.090051 154.881027 193.229777 178.97985 190.896401 177.349819 147.066644 271.343078 226.073909 189.807691 258.551043 212.572007 288.567615 244.454152 170.255329 212.464753 231.703685 258.534285 205.444031 160.815605 170.76533 188.037591 201.836183 207.673136 221.46009 153.294452 212.594011 241.053338 162.075336 174.503391 213.756514 217.942862 210.904327 227.137457 207.671698 207.955681 211.101542 167.093657 226.751993 234.226904 186.149635 302.346647 253.277297 0 197.244278 191.56011 236.544062 237.978714 209.43458 212.353247 195.310118 201.220902 201.776961 188.595752 351.036608 160.484312 205.530278 214.171918 163.964643 157.373209 177.604988 200.299364 213.746631 172.64864 189.514231 233.899234 228.24463 169.628658 188.902267 238.450093
s2504 217.050499 177.10468 186.364722 266.516117 208.867616 187.118754 188.961122 286.194698 167.809989 169.856721 356.141697 189.755488 344.922886 250.289167 180.505001 193.289471 289.744089 163.873292 177.44212 384.31449 252.710315 232.882254 251.366784 487.03506 181.355546 253.657353 213.126187 306.476406 177.863494 184.057451 264.793517 155.601239 273.0493 190.743619 175.874364 266.812142 251.477557 274.640274 228.263566 171.923132 247.934386 318.109352 180.100912 462.925713 200.051625 249.829952 211.309449 179.7836 192.515762 202.625433 181.176188 283.53369 291.87928 163.732666 229.259834 250.963132 206.391245 239.281673 219.643055 181.204851 310.280436 228.960613 202.248654 195.431683 290.680561 171.938503 223.4516 180.234295 191.824945 208.697865 214.271926 255.994071 0 257.494069 201.338785 275.142399 181.994759 176.054182 199.81259 183.591339 178.602105 200.274562 241.96568 216.008098 241.523139 224.756346 187.448453 182.728848 179.132141 193.239198 238.848768 191.586727 197.259063 157.623901 244.517173 182.464972 187.192544 241.811311
s2506 245.876782 186.485281 198.902917 272.79892 223.82768 173.902607 178.35202 209.287889 182.321304 143.542785 279.57248 148.835253 213.08084 228.080553 167.974398 187.414877 222.513151 160.731286 162.542579 234.108526 233.030394 223.140797 212.721985 260.141916 214.063164 260.447261 229.193346 238.20872 159.660334 155.5185 262.456303 178.334027 251.529045 161.747278 144.911247 231.969755 219.584991 252.365197 272.145656 187.702493 246.764719 219.375272 150.890057 244.611323 189.042935 254.185685 153.727729 179.329103 155.053583 181.737694 160.162584 249.408689 256.826727 155.328827 240.412476 238.090491 191.253392 259.63593 182.702693 176.321222 215.917257 239.736127 171.468592 172.421293 217.768013 163.49891 192.851873 158.900599 184.633733 264.498146 216.063433 215.277293 218.078453 0 171.616703 263.784916 161.632583 157.787082 169.197475 194.774631 170.171203 183.661666 221.522507 159.94756 210.752135 206.46904 165.877831 148.297126 187.586457 173.197181 227.442914 222.515767 182.45977 153.949531 172.531619 173.113563 152.230557 302.994873
